location;time_of_measurement;counted_pedestrians;type;incidents
Königstraße (Mitte), Stuttgart;2020-01-21 13:44:59 +0100;277;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 13:47:50 +0100;2;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 13:49:57 +0100;252;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 13:54:59 +0100;286;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 13:59:42 +0100;3;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 13:59:59 +0100;308;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 14:03:03 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 14:04:59 +0100;266;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 14:09:37 +0100;2;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 14:09:59 +0100;259;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 14:14:46 +0100;6;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 14:14:58 +0100;264;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 14:18:01 +0100;4;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 14:19:57 +0100;258;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 14:23:38 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 14:24:59 +0100;260;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 14:29:36 +0100;5;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 14:29:56 +0100;280;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 14:33:29 +0100;5;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 14:34:59 +0100;252;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 14:38:53 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 14:39:59 +0100;296;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 14:44:25 +0100;3;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 14:44:58 +0100;259;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 14:49:59 +0100;308;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 14:52:02 +0100;2;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 14:54:56 +0100;291;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 14:59:47 +0100;3;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 14:59:59 +0100;252;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 15:04:40 +0100;3;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 15:04:59 +0100;276;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 15:08:56 +0100;3;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 15:09:58 +0100;279;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 15:12:19 +0100;4;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 15:14:57 +0100;290;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 15:18:38 +0100;6;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 15:19:58 +0100;281;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 15:24:38 +0100;8;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 15:24:55 +0100;265;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 15:28:21 +0100;5;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 15:29:57 +0100;273;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 15:34:46 +0100;6;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 15:34:59 +0100;279;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 15:39:14 +0100;2;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 15:39:57 +0100;275;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 15:41:42 +0100;2;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 15:44:59 +0100;268;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 15:46:19 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 15:49:59 +0100;307;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 15:52:57 +0100;3;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 15:54:59 +0100;281;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 15:59:47 +0100;2;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 15:59:57 +0100;311;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 16:04:41 +0100;7;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 16:04:57 +0100;269;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 16:09:07 +0100;5;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 16:09:58 +0100;350;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 16:13:32 +0100;4;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 16:14:59 +0100;283;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 16:18:28 +0100;5;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 16:19:59 +0100;331;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 16:24:56 +0100;6;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 16:24:59 +0100;293;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 16:28:35 +0100;3;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 16:29:56 +0100;310;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 16:34:46 +0100;3;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 16:34:58 +0100;307;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 16:38:35 +0100;3;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 16:39:59 +0100;337;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 16:42:48 +0100;4;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 16:44:56 +0100;373;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 16:48:43 +0100;4;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 16:49:59 +0100;318;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 16:54:09 +0100;7;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 16:54:58 +0100;297;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 16:59:18 +0100;8;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 16:59:58 +0100;359;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 17:03:33 +0100;2;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 17:04:57 +0100;359;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 17:09:59 +0100;338;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 17:14:49 +0100;3;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 17:14:59 +0100;322;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 17:17:34 +0100;5;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 17:19:59 +0100;322;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 17:20:19 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 17:24:59 +0100;374;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 17:29:41 +0100;3;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 17:29:59 +0100;350;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 17:33:24 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 17:34:58 +0100;311;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 17:38:34 +0100;3;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 17:39:59 +0100;391;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 17:40:48 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 17:44:59 +0100;309;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 17:45:18 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 17:49:59 +0100;336;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 17:54:59 +0100;337;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 17:59:28 +0100;3;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 17:59:59 +0100;358;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 18:04:12 +0100;2;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 18:04:59 +0100;293;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 18:08:39 +0100;3;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 18:09:59 +0100;305;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 18:14:16 +0100;4;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 18:14:57 +0100;293;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 18:19:40 +0100;6;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 18:19:59 +0100;284;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 18:23:33 +0100;2;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 18:24:57 +0100;298;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 18:29:37 +0100;4;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 18:29:54 +0100;268;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 18:31:18 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 18:34:52 +0100;257;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 18:35:26 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 18:39:57 +0100;273;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 18:44:59 +0100;256;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 18:48:24 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 18:49:58 +0100;274;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 18:53:42 +0100;2;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 18:54:59 +0100;242;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 18:59:59 +0100;216;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 19:04:02 +0100;4;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 19:04:52 +0100;255;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 19:08:12 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 19:09:59 +0100;263;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 19:10:48 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 19:14:58 +0100;249;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 19:17:56 +0100;3;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 19:19:57 +0100;216;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 19:22:19 +0100;2;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 19:24:57 +0100;189;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 19:28:47 +0100;4;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 19:29:59 +0100;185;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 19:34:58 +0100;187;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 19:34:58 +0100;3;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 19:39:58 +0100;189;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 19:44:59 +0100;137;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 19:49:56 +0100;136;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 19:52:36 +0100;2;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 19:54:53 +0100;126;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 19:59:56 +0100;138;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 20:04:57 +0100;3;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 20:04:59 +0100;151;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 20:06:44 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 20:09:42 +0100;116;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 20:12:08 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 20:14:57 +0100;111;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 20:18:26 +0100;3;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 20:19:45 +0100;107;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 20:23:01 +0100;2;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 20:24:59 +0100;82;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 20:29:58 +0100;67;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 20:34:57 +0100;76;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 20:39:50 +0100;77;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 20:44:51 +0100;90;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 20:49:30 +0100;51;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 20:54:48 +0100;48;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 20:59:33 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 20:59:58 +0100;56;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 21:04:41 +0100;68;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 21:09:54 +0100;66;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 21:14:31 +0100;45;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 21:16:34 +0100;2;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 21:19:57 +0100;47;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 21:24:57 +0100;59;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 21:29:57 +0100;36;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 21:34:58 +0100;43;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 21:39:23 +0100;29;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 21:44:46 +0100;50;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 21:49:58 +0100;35;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 21:54:58 +0100;27;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 21:59:53 +0100;23;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 22:04:47 +0100;62;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 22:09:42 +0100;45;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 22:14:33 +0100;30;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 22:19:52 +0100;32;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 22:24:40 +0100;29;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 22:29:49 +0100;24;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 22:30:29 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 22:34:58 +0100;30;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 22:37:48 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 22:39:39 +0100;27;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 22:44:55 +0100;42;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 22:49:35 +0100;61;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 22:54:59 +0100;21;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 22:59:58 +0100;31;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 23:04:57 +0100;12;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 23:09:33 +0100;26;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 23:13:34 +0100;13;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 23:19:39 +0100;14;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 23:24:31 +0100;15;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 23:29:51 +0100;8;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 23:32:12 +0100;13;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 23:39:53 +0100;10;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 23:44:50 +0100;8;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 23:47:32 +0100;4;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 23:52:48 +0100;12;regular;""
Königstraße (Mitte), Stuttgart;2020-01-21 23:59:19 +0100;5;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 00:00:00 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 00:04:58 +0100;4;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 00:09:36 +0100;5;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 00:13:56 +0100;4;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 00:17:46 +0100;2;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 00:24:48 +0100;3;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 00:26:14 +0100;3;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 00:31:58 +0100;3;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 00:43:06 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 00:50:58 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 00:59:42 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 01:02:17 +0100;2;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 01:08:17 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 01:19:43 +0100;5;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 01:24:43 +0100;3;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 01:26:22 +0100;6;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 01:32:07 +0100;3;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 01:40:28 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 01:47:07 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 01:50:33 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 01:58:17 +0100;2;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 02:09:42 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 02:30:12 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 02:44:43 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 02:48:53 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 02:58:32 +0100;2;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 03:02:21 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 03:07:22 +0100;2;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 03:18:28 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 03:24:24 +0100;3;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 04:02:39 +0100;4;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 04:05:15 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 04:10:10 +0100;2;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 04:17:01 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 04:27:56 +0100;16;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 04:28:31 +0100;2;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 04:31:52 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 04:39:22 +0100;2;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 04:42:23 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 04:45:33 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 04:50:46 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 05:03:31 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 05:09:31 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 05:11:01 +0100;2;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 05:18:00 +0100;3;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 05:24:19 +0100;6;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 05:28:45 +0100;4;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 05:34:05 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 05:38:28 +0100;2;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 05:44:34 +0100;8;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 05:47:03 +0100;6;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 05:54:40 +0100;11;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 05:59:53 +0100;9;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 06:04:24 +0100;7;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 06:09:49 +0100;4;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 06:13:44 +0100;12;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 06:18:03 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 06:19:54 +0100;10;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 06:24:40 +0100;5;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 06:29:39 +0100;12;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 06:34:23 +0100;6;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 06:39:35 +0100;16;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 06:44:56 +0100;19;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 06:49:20 +0100;21;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 06:54:17 +0100;19;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 06:59:57 +0100;18;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 07:04:34 +0100;21;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 07:09:55 +0100;30;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 07:14:53 +0100;28;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 07:19:56 +0100;33;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 07:24:51 +0100;25;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 07:29:41 +0100;20;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 07:34:53 +0100;42;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 07:39:56 +0100;43;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 07:44:59 +0100;50;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 07:49:56 +0100;46;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 07:54:59 +0100;46;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 07:59:57 +0100;43;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 08:04:57 +0100;47;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 08:05:43 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 08:09:44 +0100;51;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 08:14:58 +0100;62;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 08:19:50 +0100;61;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 08:24:46 +0100;57;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 08:29:57 +0100;62;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 08:34:35 +0100;57;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 08:35:57 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 08:39:57 +0100;71;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 08:44:55 +0100;60;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 08:49:22 +0100;2;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 08:49:56 +0100;98;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 08:54:47 +0100;66;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 08:59:58 +0100;97;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 09:04:51 +0100;63;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 09:09:54 +0100;100;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 09:14:59 +0100;52;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 09:19:55 +0100;56;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 09:22:40 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 09:24:57 +0100;87;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 09:29:54 +0100;64;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 09:30:23 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 09:34:56 +0100;61;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 09:35:02 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 09:39:54 +0100;65;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 09:44:48 +0100;87;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 09:48:03 +0100;5;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 09:49:59 +0100;119;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 09:52:45 +0100;2;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 09:54:56 +0100;115;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 09:55:27 +0100;2;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 09:59:55 +0100;92;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 10:01:04 +0100;2;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 10:04:59 +0100;69;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 10:09:42 +0100;4;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 10:09:51 +0100;100;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 10:14:45 +0100;2;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 10:14:58 +0100;81;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 10:19:55 +0100;89;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 10:22:57 +0100;5;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 10:24:56 +0100;116;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 10:27:04 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 10:29:57 +0100;121;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 10:33:31 +0100;2;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 10:34:51 +0100;130;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 10:36:51 +0100;1;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 10:39:56 +0100;102;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 10:42:25 +0100;2;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 10:44:59 +0100;120;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 10:49:35 +0100;5;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 10:49:52 +0100;147;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 10:51:49 +0100;2;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 10:54:57 +0100;139;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 10:58:56 +0100;2;regular;""
Königstraße (Mitte), Stuttgart;2020-01-22 10:59:58 +0100;139;regular;""
